run_name,phase,epoch,train_loss,loss,mean_auc,auc_Atelectasis,auc_Cardiomegaly,auc_Effusion,auc_Infiltration,auc_Mass,auc_Nodule,auc_Pneumonia,auc_Pneumothorax,auc_Consolidation,auc_Edema,auc_Emphysema,auc_Fibrosis,auc_Pleural_Thickening,auc_Hernia
simple_cnn_224_3blocks,val,1,2.7719887367402665,1.5407961092743219,0.5452347429913555,0.4828607836890729,0.4732879878491712,0.474892004547177,0.5860355755469229,0.5068732193732194,0.5489075714861055,0.5223548272176701,0.5801577684908134,0.5529369108049312,0.5695488721804511,0.5270815928710665,0.5748313369131213,0.5050167224080268,0.7285012285012284
simple_cnn_224_3blocks,val,2,2.334065882364909,1.685687350291832,0.5626501268058044,0.4906658171392163,0.5152215545136367,0.5643804471390678,0.590768758945001,0.5177350427350427,0.5321939186467983,0.5421268257926611,0.5552313360864513,0.5636783901377811,0.6034530771372877,0.5169869117237538,0.6179264766625361,0.5357749876637974,0.730958230958231
simple_cnn_224_3blocks,val,3,2.2422808343713934,1.73031887587379,0.5785479065161832,0.5395985982797069,0.5387968038037376,0.5473588480485032,0.6032304232263341,0.48497150997151,0.5982430527587596,0.5300142500890631,0.5501619723534212,0.5938633067440174,0.6445976051239208,0.5468532442216653,0.5949332231860113,0.5444925708646308,0.7825552825552826
simple_cnn_224_3blocks,val,4,2.222000095579359,1.7429242227591721,0.5733178012012219,0.6099713284485504,0.5455325893151952,0.5863205759757484,0.5982518912287875,0.520477207977208,0.5581202174788562,0.5541503384396154,0.505056999431242,0.6265409717186368,0.6645084934558619,0.4677666388192704,0.5065399972463169,0.5233839574538078,0.7598280098280097
simple_cnn_224_3blocks,val,5,2.2057619720998436,1.7689418675852757,0.6084248259662189,0.6257247531060848,0.6642673182328469,0.6006062902614627,0.6216213453281537,0.5175213675213676,0.5702778896496175,0.5531706448165301,0.5739508889932985,0.658085569253082,0.6888053467000835,0.521024784182679,0.597136169626876,0.5389001589999451,0.7868550368550369
simple_cnn_224_3blocks,val,6,2.1859024173081525,1.72596916030435,0.5963546594375997,0.5251353934374005,0.6729842171300271,0.616657824933687,0.6278879574729094,0.48198005698005697,0.5817811115585985,0.5509440684004275,0.5459333811419669,0.6259517766497461,0.6484962406015038,0.5153856864383181,0.6080132176786451,0.5357749876637974,0.812039312039312
simple_cnn_224_3blocks,val,7,2.1761571768558388,1.795415350035125,0.6097706688698874,0.6129340554316661,0.6843426005415043,0.5971731716559302,0.6266509916172561,0.5223824786324787,0.5567106322996376,0.5652832205201282,0.560721086080269,0.7267494561276288,0.6755778334725704,0.4942216652742968,0.5941071182706871,0.5244805087998246,0.7954545454545454
simple_cnn_224_3blocks,val,8,2.180386931968458,1.771609299323138,0.6147176518426554,0.6013857916533927,0.7180215280987916,0.5561424782114438,0.6285013289715805,0.5091168091168091,0.5991743858236005,0.6171179194869968,0.5738519745789955,0.7173223350253808,0.7029379003063213,0.4794625452520189,0.5802010188627289,0.5169143045123088,0.8058968058968059
simple_cnn_224_3blocks,val,9,2.1731564519381283,1.7113563149583106,0.6085339484955884,0.5840395030264416,0.686455788152942,0.6179310344827587,0.6357186669392761,0.4726139601139601,0.5878473620620218,0.5486284289276808,0.561537129998269,0.700416968817984,0.6970899470899471,0.5045252018936228,0.5854330166597824,0.5430122265475081,0.7942260442260443
simple_cnn_224_3blocks,val,10,2.1692655606703326,1.7963191247453876,0.62137841309222,0.6133322714240204,0.7318232846859936,0.5662902614626752,0.6393682273563688,0.5158475783475783,0.5841723721304872,0.559850374064838,0.61111798016766,0.7297407541696882,0.7278613199665831,0.5281954887218046,0.5815778603882693,0.5177367180218213,0.7923832923832924
simple_cnn_224_3blocks,val,11,2.1601380526417433,1.6843793696048213,0.6229273116874275,0.5872889455240522,0.7061348477844549,0.611019325502084,0.6405336332038437,0.48668091168091165,0.6035289971808296,0.6000178126113287,0.5917307549642672,0.7215826686004352,0.7127541074909496,0.5286131996658312,0.5906650144568361,0.5363780909041066,0.8040540540540541
simple_cnn_224_3blocks,val,12,2.1442674752437707,1.7021880593954348,0.629215376190409,0.6199585855367951,0.6901538664729577,0.6095187571049641,0.635483541198119,0.48201566951566954,0.5944170358437374,0.5973459209120057,0.5972699621652365,0.774791515591008,0.7208298524087997,0.5350181008075745,0.5909403827619442,0.5387905038653434,0.8224815724815725
simple_cnn_224_3blocks,val,13,2.144782116437199,1.7121735928105373,0.6227183906937199,0.5984708505893597,0.697153800435845,0.6095490716180372,0.642322633408301,0.4998575498575498,0.5991743858236005,0.590755254720342,0.5792922673656618,0.7255257432922408,0.733430799220273,0.5191450849345587,0.5775850199642021,0.5392839519710511,0.8065110565110565
simple_cnn_224_3blocks,val,14,2.1314181973235775,1.7160723092509251,0.634055962870198,0.6250398215992354,0.703229214818728,0.5921333838575218,0.6310774892659987,0.5049145299145299,0.5877970197341925,0.6099038118988243,0.6025618833304482,0.7797090282813632,0.7396964633806739,0.5599415204678363,0.5932810133553628,0.5287022314819891,0.8187960687960688
simple_cnn_224_3blocks,val,15,2.1342202201034084,1.742804251465143,0.6245307254789002,0.605240522459382,0.7095027405401836,0.6244031830238727,0.6436413821304436,0.5076210826210826,0.5920257752718485,0.5544175276095475,0.6205890353371746,0.7255257432922407,0.6976468950153161,0.538707880813144,0.5833677543714718,0.5317725752508362,0.808968058968059
simple_cnn_224_3blocks,test,,,1.6912,0.5775,0.6247,0.5218,0.62,0.5968,0.5065,0.5748,0.4447,0.5695,0.6025,0.8015,0.4006,0.6575,0.5863,nan
